timestamp,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
5083.4444333,53343.51171875,26840.265625,-13039.91796875,-187500.015625,-187500.015625,-187500.015625,116043.59375,6463.67724609375
5083.4484333,59118.7109375,32560.2109375,-7110.4921875,-187500.015625,-187500.015625,-187500.015625,121863.25,12382.6650390625
5083.4524333,62107.4296875,35595.21875,-4212.767578125,-187500.015625,-187500.015625,-187500.015625,124865.8046875,15306.6982421875
5083.4564333,55503.80859375,29067.572265625,-11036.12890625,-187500.015625,-187500.015625,-187500.015625,118214.1484375,8501.9111328125
5083.4604333,52665.47265625,26177.669921875,-13754.97265625,-187500.015625,-187500.015625,-187500.015625,115362.1796875,5750.88037109375
5083.4644333,57930.53515625,31374.2265625,-8316.5703125,-187500.015625,-187500.015625,-187500.015625,120667.7734375,11179.001953125
5083.4684333,61770.453125,35242.21875,-4532.1513671875,-187500.015625,-187500.015625,-187500.015625,124525.390625,14986.509765625
5083.4724332999995,55757.03125,29310.400390625,-10782.2802734375,-187500.015625,-187500.015625,-187500.015625,118471.7578125,8763.626953125
5083.476433299999,51734.25390625,25250.296875,-14726.3125,-187500.015625,-187500.015625,-187500.015625,114426.8515625,4791.833984375
5083.480433299999,56508.96484375,29950.533203125,-9761.587890625,-187500.015625,-187500.015625,-187500.015625,119241.171875,9740.912109375
5083.4871419,60742.1171875,34201.09765625,-5554.78857421875,-187500.015625,-187500.015625,-187500.015625,123489.609375,13965.9287109375
5083.4911419,55864.25,29412.19140625,-10655.5009765625,-187500.015625,-187500.015625,-187500.015625,118578.4609375,8890.7197265625
5083.4951419,50847.8046875,24374.912109375,-15639.0908203125,-187500.015625,-187500.015625,-187500.015625,113538.6796875,3882.721435546875
5083.4991419,55073.55859375,28517.2265625,-11209.4892578125,-187500.015625,-187500.015625,-187500.015625,117804.3515625,8291.357421875
5083.5031419,60141.859375,33584.45703125,-6136.04541015625,-187500.015625,-187500.015625,-187500.015625,122898.6328125,13384.939453125
5083.5071419,56620.703125,30152.369140625,-9869.099609375,-187500.015625,-187500.015625,-187500.015625,119347.140625,9675.578125
5083.5111418999995,50606.31640625,24142.677734375,-15908.83203125,-187500.015625,-187500.015625,-187500.015625,113292.1640625,3614.72412109375
5083.515141899999,54016.92578125,27472.39453125,-12286.0166015625,-187500.015625,-187500.015625,-187500.015625,116738.984375,7212.77392578125
5083.519141899999,59580.20703125,33025.59765625,-6682.65771484375,-187500.015625,-187500.015625,-187500.015625,122336.8203125,12834.7294921875
5083.523141899999,57327.15234375,30855.197265625,-9124.18359375,-187500.015625,-187500.015625,-187500.015625,120060.5625,10416.8740234375
5083.5204043,50566.640625,24117.33203125,-15983.7998046875,-187500.015625,-187500.015625,-187500.015625,113252.1796875,3567.316162109375
5083.5244043,53014.9609375,26473.25,-13322.9580078125,-187500.015625,-187500.015625,-187500.015625,115725.9140625,6194.31640625
5083.5284043,58947.94140625,32370.376953125,-7295.34130859375,-187500.015625,-187500.015625,-187500.015625,121698.5,12211.517578125
5083.5324043,58083.265625,31588.333984375,-8372.1591796875,-187500.015625,-187500.015625,-187500.015625,120814.21875,11201.4873046875
5083.5364043,50738.4140625,24289.595703125,-15820.720703125,-187500.015625,-187500.015625,-187500.015625,113425.4453125,3728.583984375
5083.5404043,51992.97265625,25459.173828125,-14351.02734375,-187500.015625,-187500.015625,-187500.015625,114696.546875,5146.421875
5083.5444043,58284.0078125,31709.302734375,-7947.654296875,-187500.015625,-187500.015625,-187500.015625,121037.515625,11553.0576171875
5083.5484043,58796.421875,32300.55078125,-7570.17822265625,-187500.015625,-187500.015625,-187500.015625,121551.6015625,11958.384765625
5083.5524043,51274.9921875,24835.962890625,-15288.0341796875,-187500.015625,-187500.015625,-187500.015625,113968.84375,4264.60107421875
5083.5564042999995,50922.83984375,24401.310546875,-15474.380859375,-187500.015625,-187500.015625,-187500.015625,113616.9375,4043.09521484375
5083.5588781,57379.1171875,30795.943359375,-8895.994140625,-187500.015625,-187500.015625,-187500.015625,120118.2109375,10640.9501953125
5083.5628781,59439.859375,32908.921875,-6922.71533203125,-187500.015625,-187500.015625,-187500.015625,122186.546875,12627.88671875
5083.5668780999995,52307.55078125,25863.78515625,-14221.6103515625,-187500.015625,-187500.015625,-187500.015625,115013.3125,5312.47314453125
5083.570878099999,50147.9921875,23649.798828125,-16289.5263671875,-187500.015625,-187500.015625,-187500.015625,112840.6328125,3245.5849609375
5083.574878099999,56233.390625,29646.548828125,-10066.2421875,-187500.015625,-187500.015625,-187500.015625,118971.3359375,9496.2724609375
5083.578878099999,59696.59375,33152.1953125,-6634.82470703125,-187500.015625,-187500.015625,-187500.015625,122445.921875,12918.81640625
5083.582878099999,53736.453125,27295.79296875,-12818.189453125,-187500.015625,-187500.015625,-187500.015625,116437.1640625,6756.462890625
5083.586878099999,49646.66796875,23166.263671875,-16821.341796875,-187500.015625,-187500.015625,-187500.015625,112329.4296875,2703.0634765625
5083.590878099999,54984.21875,28419.21484375,-11268.2294921875,-187500.015625,-187500.015625,-187500.015625,117721.7421875,8227.1181640625
