timestamp,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
1651.0094193,-609.1073608398438,-18786.640625,-54121.73046875,-187500.015625,-187500.015625,-187500.015625,78251.7578125,-44121.0234375
1651.0134193,10398.1875,-7995.53173828125,-42393.97265625,-187500.015625,-187500.015625,-187500.015625,89218.75,-32472.189453125
1651.0174192999998,37905.18359375,19350.978515625,-14729.5986328125,-187500.015625,-187500.015625,-187500.015625,116833.890625,-4783.0498046875
1651.0214192999997,26763.599609375,8454.8603515625,-26763.375,-187500.015625,-187500.015625,-187500.015625,105749.8125,-16701.3125
1651.0254192999996,1249.9542236328125,-16911.150390625,-52324.5390625,-187500.015625,-187500.015625,-187500.015625,80133.484375,-42329.890625
1651.0294192999995,5889.6845703125,-12440.310546875,-47010.703125,-187500.015625,-187500.015625,-187500.015625,84714.9921875,-37092.9453125
1651.0334192999994,34838.0546875,16291.7392578125,-17721.849609375,-187500.015625,-187500.015625,-187500.015625,113740.40625,-7787.88427734375
1651.0374192999993,31427.22265625,13078.1845703125,-21923.462890625,-187500.015625,-187500.015625,-187500.015625,110425.9765625,-11913.189453125
1651.0414192999992,4191.779296875,-13966.2412109375,-49446.1953125,-187500.015625,-187500.015625,-187500.015625,83097.3671875,-39440.97265625
1651.0454192999991,2442.174072265625,-15843.9443359375,-50613.984375,-187500.015625,-187500.015625,-187500.015625,81265.0625,-40670.05078125
1651.0438315,30631.255859375,12096.294921875,-21895.791015625,-187500.015625,-187500.015625,-187500.015625,109501.8671875,-11982.412109375
1651.0478314999998,35297.11328125,16883.76953125,-17900.193359375,-187500.015625,-187500.015625,-187500.015625,114290.4375,-7903.107421875
1651.0518314999997,7898.63720703125,-10263.7646484375,-45775.5234375,-187500.015625,-187500.015625,-187500.015625,86822.78125,-35761.47265625
1651.0558314999996,35.51692199707031,-18211.12890625,-53154.50390625,-187500.015625,-187500.015625,-187500.015625,78863.34375,-43196.01953125
1651.0598314999995,25631.37109375,7119.81298828125,-26912.37109375,-187500.015625,-187500.015625,-187500.015625,104481.5078125,-17003.84375
1651.0638314999994,38122.0390625,19649.0390625,-14927.9482421875,-187500.015625,-187500.015625,-187500.015625,117104.1875,-4926.927734375
1651.0678314999993,12451.9560546875,-5743.43701171875,-41241.3359375,-187500.015625,-187500.015625,-187500.015625,91389.9609375,-31208.064453125
1651.0718314999992,-1147.9185791015625,-19366.87109375,-54464.71875,-187500.015625,-187500.015625,-187500.015625,77681.96875,-44495.59375
1651.0758314999991,20210.6484375,1730.3155517578125,-32402.8984375,-187500.015625,-187500.015625,-187500.015625,99036.78125,-22487.8671875
1651.079831499999,39510.26171875,20995.126953125,-13386.5263671875,-187500.015625,-187500.015625,-187500.015625,118465.6796875,-3398.11328125
1651.0978960999998,17416.189453125,-811.1671752929688,-36248.8515625,-187500.015625,-187500.015625,-187500.015625,96371.734375,-26208.380859375
1651.1018960999997,-1319.512939453125,-19512.201171875,-54741.3203125,-187500.015625,-187500.015625,-187500.015625,77528.1015625,-44762.7421875
1651.1058960999997,14721.283203125,-3708.243896484375,-37972.55078125,-187500.015625,-187500.015625,-187500.015625,93543.859375,-28059.53125
1651.1098960999996,39355.67578125,20816.470703125,-13386.5712890625,-187500.015625,-187500.015625,-187500.015625,118294.1484375,-3419.1015625
1651.1138960999995,22698.8671875,4430.0263671875,-30892.837890625,-187500.015625,-187500.015625,-187500.015625,101672.7890625,-20846.755859375
1651.1178960999994,-232.9945831298828,-18397.69921875,-53752.5703125,-187500.015625,-187500.015625,-187500.015625,78633.7265625,-43754.96875
1651.1218960999993,9693.1025390625,-8679.2490234375,-43115.95703125,-187500.015625,-187500.015625,-187500.015625,88516.7265625,-33190.12890625
1651.1258960999992,37574.37890625,19019.076171875,-15048.982421875,-187500.015625,-187500.015625,-187500.015625,116494.2109375,-5097.337890625
1651.129896099999,27729.708984375,9409.9951171875,-25754.998046875,-187500.015625,-187500.015625,-187500.015625,106718.8515625,-15709.4990234375
1651.133896099999,1802.02001953125,-16355.7099609375,-51806.9609375,-187500.015625,-187500.015625,-187500.015625,80685.390625,-41785.9609375
1651.1328972,5356.349609375,-12979.501953125,-47574.97265625,-187500.015625,-187500.015625,-187500.015625,84179.5078125,-37647.625
1651.1368971999998,34310.3984375,15750.6708984375,-18242.623046875,-187500.015625,-187500.015625,-187500.015625,113202.53125,-8310.087890625
1651.1408971999997,32227.4609375,13854.9072265625,-21127.271484375,-187500.015625,-187500.015625,-187500.015625,111219.8203125,-11086.9345703125
1651.1448971999996,4779.4287109375,-13383.419921875,-48886.19140625,-187500.015625,-187500.015625,-187500.015625,83683.5703125,-38856.29296875
1651.1488971999995,2047.1068115234375,-16239.0341796875,-51026.7734375,-187500.015625,-187500.015625,-187500.015625,80875.3828125,-41077.6796875
1651.1528971999994,29920.0,11381.708984375,-22613.39453125,-187500.015625,-187500.015625,-187500.015625,108794.9453125,-12685.1962890625
1651.1568971999993,35873.9453125,17436.39453125,-17310.912109375,-187500.015625,-187500.015625,-187500.015625,114872.40625,-7289.775390625
1651.1608971999992,8582.7568359375,-9592.787109375,-45102.265625,-187500.015625,-187500.015625,-187500.015625,87512.0625,-35070.24609375
1651.1648971999991,-300.7203674316406,-18547.544921875,-53497.29296875,-187500.015625,-187500.015625,-187500.015625,78537.9765625,-43541.17578125
1651.168897199999,24719.77734375,6209.158203125,-27815.62890625,-187500.015625,-187500.015625,-187500.015625,103582.8984375,-17907.2109375
1651.1652144,38497.7734375,20029.21875,-14526.9794921875,-187500.015625,-187500.015625,-187500.015625,117489.1953125,-4512.1689453125
1651.1692143999999,13193.072265625,-4996.7099609375,-40490.7890625,-187500.015625,-187500.015625,-187500.015625,92148.734375,-30449.646484375
1651.1732143999998,-1415.558349609375,-19627.177734375,-54730.7265625,-187500.015625,-187500.015625,-187500.015625,77439.09375,-44764.17578125
1651.1772143999997,19192.01171875,717.9380493164062,-33418.44921875,-187500.015625,-187500.015625,-187500.015625,98038.078125,-23505.18359375
1651.1812143999996,39669.6953125,21139.296875,-13182.8134765625,-187500.015625,-187500.015625,-187500.015625,118645.5859375,-3198.91455078125
1651.1852143999995,18293.205078125,64.93181610107422,-35338.5546875,-187500.015625,-187500.015625,-187500.015625,97274.59375,-25307.44921875
1651.1892143999994,-1292.511962890625,-19469.978515625,-54717.76171875,-187500.015625,-187500.015625,-187500.015625,77572.3515625,-44743.20703125
1651.1932143999993,13760.76171875,-4666.2841796875,-38951.828125,-187500.015625,-187500.015625,-187500.015625,92592.546875,-29034.9609375
1651.1972143999992,39159.1171875,20604.93359375,-13559.8203125,-187500.015625,-187500.015625,-187500.015625,118105.2578125,-3595.14404296875
1651.2012143999991,23494.208984375,5212.806640625,-30083.302734375,-187500.015625,-187500.015625,-187500.015625,102479.2421875,-20038.80859375
1651.1902906999999,-103.62268829345703,-18269.443359375,-53652.2109375,-187500.015625,-187500.015625,-187500.015625,78767.2109375,-43644.53125
1651.1942906999998,8820.84765625,-9547.8603515625,-44044.15625,-187500.015625,-187500.015625,-187500.015625,87641.640625,-34090.34375
1651.1982906999997,37171.44140625,18613.951171875,-15429.677734375,-187500.015625,-187500.015625,-187500.015625,116090.78125,-5494.7294921875
1651.2022906999996,28568.927734375,10240.7421875,-24874.384765625,-187500.015625,-187500.015625,-187500.015625,107568.59375,-14856.958984375
1651.2062906999995,2245.545654296875,-15913.7041015625,-51359.859375,-187500.015625,-187500.015625,-187500.015625,81142.3984375,-41356.0703125
1651.2102906999994,4720.15185546875,-13601.5283203125,-48245.3671875,-187500.015625,-187500.015625,-187500.015625,83549.859375,-38309.078125
1651.2142906999993,33737.3671875,15192.525390625,-18788.048828125,-187500.015625,-187500.015625,-187500.015625,112641.1953125,-8874.693359375
1651.2182906999992,33137.95703125,14770.255859375,-20169.185546875,-187500.015625,-187500.015625,-187500.015625,112148.3359375,-10147.9375
